Faculty,Course,Semester,Day,Time,Building,Room
מחלקה תעודת הוראה,79705-04,"א' - 4.00
 ב' - 4.00",ב',"1600 - 2000
1600 - 2000","טרם שובץ
חדר מחלקה",מחלקה
מחלקה תעודת הוראה,79705-05,"א' - 4.00
 ב' - 4.00",א',1600 - 2000,חדר מחלקה,מחלקה
מחלקה תעודת הוראה,798001-01,"א' - 2.00
 ב' - 2.00",ב',"0800 - 1000
0800 - 1000",חדר מחלקה,מחלקה
מחלקה תעודת הוראה,798002-02,"א' - 2.00
 ב' - 2.00",ב',"1200 - 1400
1200 - 1400",חדר מחלקה,מחלקה
מחלקה תעודת הוראה,798006-01,א' - 2.00,ב',1600 - 1800,חברה-905,417
מחלקה תעודת הוראה,798007-01,ב' - 2.00,ד',1000 - 1200,מ.ישראל-605,102
מחלקה תעודת הוראה,798009-01,א' - 2.00,ג',1400 - 1600,מ.ישראל-605,65
מחלקה תעודת הוראה,798013-01,א' - 2.00,ד',1000 - 1200,מ.ישראל-605,102
מחלקה תעודת הוראה,798024-01,א' - 2.00,ב',1800 - 2000,מ.ישראל-505,106
מחלקה תעודת הוראה,79815-01,א' - 2.00,ב',1800 - 2000,חברה-905,317
מחלקה תעודת הוראה,79823-01,א' - 2.00,ב',1400 - 1600,חברה-902,104
מחלקה תעודת הוראה,79823-02,א' - 2.00,ב',1600 - 1800,חברה-902,104
מחלקה תעודת הוראה,798411-01,ב' - 2.00,ד',1400 - 1600,חברה-905,118
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80055-01,א' - 3.00,ד',"1200 - 1400
1400 - 1500","מ.ישראל-507
חדר מחלקה",מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80056-01,ב' - 3.00,ד',"1400 - 1500
1200 - 1400","חדר מחלקה
מ.ישראל-507",מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80057-01,א' - 1.00,ה',1200 - 1300,מעבדה,999
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80058-01,ב' - 1.00,ה',1200 - 1300,מעבדה,999
"פרטי קורס : שעות מחלקה
קוד קורס 80100-01
שם קורס באנגלית Departmental Hours
מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן
פקולטה מדעי החיים
סוג מפגש ש.מחלקה
מרצה מחלקה מרצי
שעות סמסטר א' - 2.00
סמסטר ב' - 2.00
נ""ז 0.00
הערה
שמור לשעות מחלקה, ימי א' ב18:00
יום א'
שעה 18:00 - 20:00
18:00 - 20:00
בניין
חדר מחלקה
חדר
999
אפיונים מודל - אתר מלווה קורס
תאריכי בחינות",80100-01,"א' - 2.00
 ב' - 2.00",א',"1800 - 2000
1800 - 2000",חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80101-01,א' - 4.00,"א',ב'","1400 - 1600
0800 - 1000",משפטים-304,"1
2"
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80101-40,א' - 4.00,"א',ד'","1200 - 1400
1600 - 1800","מ.ישראל-604
מ.ישראל-502","63
30"
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80101-60,ב' - 4.00,ד',1600 - 2000,סטודנטים-105,103
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80102-01,ב' - 3.00,א',0900 - 1200,משפטים-305,10
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80102-40,ב' - 3.00,ה',1200 - 1500,מ.ישראל-505,5
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80103-01,ב' - 2.00,ב',1000 - 1200,טבע 211-2,25
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80103-10,ב' - 2.00,ד',0800 - 1000,משפטים-304,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80103-30,ב' - 2.00,ד',0800 - 1000,משפטים-304,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80103-40,ב' - 2.00,א',1200 - 1400,מ.ישראל-605,14
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80105-01,ב' - 2.00,ה',1200 - 1400,מעבדה,999
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80105-13,ב' - 2.00,ג',1000 - 1200,טבע-212,214
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80105-14,ב' - 2.00,א',1000 - 1200,טבע-212,214
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80105-16,ב' - 2.00,ג',1500 - 1700,טבע-212,214
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80106-01,ב' - 1.00,ד',1400 - 1500,מ.ישראל-505,105
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80107-01,א' - 2.00,ד',0800 - 1000,טבע 211-2,25
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80107-02,א' - 2.00,ג',1600 - 1800,טבע 211-2,21
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80107-03,א' - 2.00,ד',1400 - 1600,טבע 211-2,21
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80107-04,א' - 2.00,ג',1600 - 1800,טבע 211-2,17
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80107-05,א' - 2.00,ד',1600 - 1800,טבע 211-2,21
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80107-06,א' - 2.00,א',1600 - 1800,טבע 211-2,21
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80108-01,ב' - 2.00,ד',1400 - 1600,סטודנטים-105,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80108-02,ב' - 1.00,ה',1300 - 1400,מ.ישראל-604,64
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80109-60,א' - 4.00,ד',1600 - 2000,מ.ישראל-605,61
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-01,א' - 3.00,"א',ג'","1200 - 1400
1400 - 1500",משפטים-304,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-02,א' - 1.00,א',1700 - 1800,משפטים-304,3
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-03,א' - 1.00,א',1700 - 1800,משפטים-304,3
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-04,א' - 1.00,ב',1400 - 1500,מ.ישראל-507,204
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-06,א' - 1.00,ג',1500 - 1600,מ.ישראל-507,205
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-07,א' - 1.00,ב',1400 - 1500,מ.ישראל-507,204
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-08,א' - 1.00,ג',1000 - 1100,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-09,א' - 1.00,ג',1000 - 1100,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-10,א' - 3.00,"א',ג'","1200 - 1400
1400 - 1500",משפטים-304,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-12,א' - 1.00,ג',1500 - 1600,מ.ישראל-505,101
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-13,א' - 1.00,ג',1500 - 1600,מ.ישראל-505,101
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-14,א' - 1.00,ג',0900 - 1000,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-15,א' - 1.00,א',0900 - 1000,יהדות-403,67
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-16,א' - 1.00,א',0900 - 1000,יהדות-403,67
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-18,א' - 1.00,ב',1400 - 1500,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-40,א' - 3.00,ד',1200 - 1500,מ.ישראל-502,25
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80111-41,א' - 1.00,ד',1500 - 1600,מ.ישראל-507,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-01,ב' - 3.00,"א',ה'","1400 - 1600
1200 - 1300",משפטים-304,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-02,ב' - 1.00,ב',1200 - 1300,סטודנטים-105,61
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-04,ב' - 1.00,ב',1200 - 1300,סטודנטים-105,61
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-05,ב' - 1.00,ג',1000 - 1100,סטודנטים-105,106
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-06,ב' - 1.00,ג',1600 - 1700,סטודנטים-105,105
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-10,ב' - 3.00,"א',ה'","1400 - 1600
1200 - 1300",משפטים-304,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-12,ב' - 1.00,ג',1500 - 1600,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-13,ב' - 1.00,ג',1500 - 1600,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-14,ב' - 1.00,ד',1300 - 1400,מ.ישראל-507,106
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-16,ב' - 1.00,ד',1300 - 1400,מ.ישראל-505,4
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-17,ב' - 1.00,א',1600 - 1700,סטודנטים-105,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-18,ב' - 1.00,א',1600 - 1700,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-40,ב' - 3.00,ג',1200 - 1500,יהדות-404,114
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-41,ב' - 1.00,ג',1500 - 1600,יהדות-404,68
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",80113-99,ב' - 1.00,ג',1800 - 1900,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-01,א' - 4.00,"א',ג'","1000 - 1200
0800 - 1000",משפטים-304,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-02,א' - 2.00,א',1600 - 1800,סטודנטים-105,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-03,א' - 2.00,ב',1200 - 1400,סטודנטים-105,102
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-04,א' - 2.00,ג',1600 - 1800,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-05,א' - 2.00,ג',1200 - 1400,מ.ישראל-507,201
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-07,א' - 2.00,א',1600 - 1800,סטודנטים-105,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-10,א' - 4.00,"א',ג'","1000 - 1200
0800 - 1000",משפטים-304,1
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-12,א' - 2.00,א',1400 - 1600,מ.ישראל-505,105
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-13,א' - 2.00,ד',1600 - 1800,חדר מחלקה,מחלקה
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-14,א' - 2.00,ד',1600 - 1800,מ.ישראל-505,62
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-15,א' - 2.00,ג',1200 - 1400,סטודנטים-105,103
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-16,א' - 2.00,א',1400 - 1600,מ.ישראל-507,206
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-40,א' - 4.00,"א',ג'","1400 - 1600
1200 - 1400","מ.ישראל-508
מ.ישראל-505","7
104"
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801211-41,א' - 2.00,א',1600 - 1800,מ.ישראל-508,7
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801231-01,ב' - 2.00,א',1200 - 1400,טבע-213,4
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801231-02,ב' - 1.00,ג',1400 - 1500,מ.ישראל-507,6
"מחלקה הפקולטה למדעי החיים ע""ש מינה ואבררד גודמן",801231-03,ב' - 1.00,ה',1000 - 1100,סטודנטים-105,103
